timestamp,content,category,processed_content
2024-08-29 22:29:48.121185,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 01:50:48.121185,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 06:24:48.121185,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 07:34:48.121185,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 06:24:48.121185,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-29 21:43:48.121185,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 00:55:48.121185,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 07:06:48.121185,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 09:28:48.121185,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 01:34:48.121185,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 07:45:48.121185,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-29 21:28:48.121185,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 06:10:48.121185,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 03:14:48.121185,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 03:20:48.121185,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 07:30:48.121185,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-29 22:10:48.121185,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 11:59:48.121185,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-29 22:29:48.121185,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 05:10:48.121185,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 07:31:48.121185,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 06:00:48.121185,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 06:55:48.121185,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 05:32:48.121185,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 00:52:48.121185,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 10:26:48.121185,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 00:54:48.121185,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-29 20:44:48.121185,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
